signal_strength,frequency,distance,velocity,altitude,Object_Type
55.089549144446394,2.2025474622207075,1001.3351129003312,9.826196001582701,6732.895524946573,Missile
124.19970710103158,4.298138420478882,1922.230365992092,109.42795607193092,9339.127778861965,Aircraft
92.81587291770315,4.28318271977531,4392.459803489604,1485.385084794779,1600.0015504599357,Aircraft
59.23912390082688,3.5270784531673214,2129.7133317883113,545.3268404891597,1561.3066491218553,Aircraft
19.00527116516955,4.8980029900589805,3276.477648490427,1130.9054782478347,3065.2517507738517,Drone
39.8583491994938,5.138868425595418,973.4875059449251,1304.9922821744403,8977.199280314582,Aircraft
4.843190868146326,3.2832592845045747,3305.422170124076,1157.5566124777786,3743.003276707789,Aircraft
116.76597314981012,3.4161902459642435,1564.4798164829017,1506.612186788488,3481.21321291145,Drone
85.78080275027601,2.504542085504827,1559.2327648308312,272.91135784535754,7154.711541147573,Missile
69.60817144211306,4.076157015879982,2830.321161231632,161.68855963045638,13509.296898545288,Drone
-4.050258392698968,2.7020888885390257,332.3300235086008,639.6155910812095,2828.1912127112837,Aircraft
117.90087378544074,2.5038431431638273,680.8498323828361,267.98966929366134,8876.949194933997,Drone
84.87731358524448,1.9064254443439697,2027.114073894383,22.045732043696304,10260.565923026432,Missile
55.55437353386402,6.268582698998667,607.9749937355056,662.1814445711975,10334.292164762694,Drone
10.629582494652546,4.483124472903003,1202.0432762325659,1259.3411905432124,14440.538117102034,Aircraft
25.68173544396811,1.7039326742543859,1636.8910346630332,911.810103487185,-38.50628918899969,Drone
44.41803493253577,4.3605475532423466,3824.704645063755,494.46187707457256,3930.1338480068835,Drone
62.68522343705016,1.446256712659981,3215.940778525967,1039.385917935103,12684.260305419431,Missile
47.804619419180604,2.9838289551280055,3252.2395753646633,336.9438816886611,5580.58014621272,Aircraft
52.641080201055836,3.770840844234375,1927.3837090722454,130.74199293597314,8135.38952754659,Drone
52.93392513705143,1.830214204043565,4598.9743282907275,1273.776072935494,8398.715118501186,Drone
29.023816576843945,4.4970565608134585,2286.355107194369,1029.3702122513562,10818.971970590845,Aircraft
45.17600635849593,3.860873394280833,516.7951303900564,1104.2666326398733,12330.865572410916,Missile
57.02552997437657,3.7243005797189106,3458.1539204367155,131.75933640623234,14977.312384380404,Aircraft
67.15982190869623,0.9030716571805483,1276.9726893417292,1173.3035522913403,9168.096711986052,Drone
65.94444553387305,1.6191309210546598,1917.8770427576899,988.3803118349372,4123.357773527434,Missile
12.962190011634444,3.843264564002251,2642.3410799022895,898.4654974337059,14523.013318829348,Drone
80.30390740156656,4.295817124855969,4513.764829978905,824.8032259988194,1121.9099398059839,Drone
72.37787568865727,3.546980918225063,2589.9436907183554,1222.1033388852625,2852.309823858046,Aircraft
12.488734969251515,2.0328310266056966,3640.3246627547423,881.2382117383515,13446.084399058085,Missile
91.8708677849529,4.2961497084805504,5597.592312245771,871.3178685380021,3931.667062781946,Aircraft
35.3770494093762,3.492230281879389,1017.5933293171184,1401.821392266044,3765.805065038777,Drone
42.89358519977976,4.101862709482974,1628.7898192314713,1174.4872533040766,1064.5801771650226,Missile
96.9236202014183,2.0003589647480347,2081.3297984988612,708.929170529982,13374.81900801692,Missile
128.16178151919456,5.017256894320232,2621.484394874722,1062.1268108092488,5387.354756664971,Aircraft
111.00190048596495,3.5555335291507446,2295.227586729525,561.4787789420079,9652.001083615858,Drone
40.63463930668355,4.859214849326346,4389.437600008069,455.278919450233,3271.4700487567065,Drone
42.38733338482604,1.4492033015096326,4109.538109782758,1031.3137194034318,11901.463733924116,Missile
84.41928136474975,2.7849080083830318,3661.454364762258,1362.014738395972,11442.187302076762,Missile
75.74167286215334,4.514455128991803,1712.0501606609077,1354.4006198215834,3633.2601280486424,Drone
15.289206878880739,0.9833803704512188,3647.0947435876415,580.1471898318007,5431.176731199603,Aircraft
69.90492470887821,4.618034036855993,5100.026408633526,790.0702694391687,3383.3291413479183,Drone
38.62744899196129,3.7911978366312282,3990.003323748018,347.1142488798724,14587.505374019629,Aircraft
66.36453986995585,1.6421331644703991,744.2306531104587,1545.440829394108,9256.179110461737,Drone
22.953520838014725,2.1545051231459014,2772.7750205117813,1338.9660402829963,13640.036791051598,Aircraft
42.41330008191706,4.173239505259468,997.888417979246,1084.0691108154856,5177.378997801516,Aircraft
40.89578357048451,1.314534496242171,1295.880912717514,1221.4880232353903,11336.020545358286,Drone
72.3685755311643,1.9458552442573833,987.09038728493,1058.0907137420124,11440.820798659397,Aircraft
86.2721781289028,1.725997452138699,3221.361458623175,903.8330268117274,12141.618483275903,Missile
35.89977814833879,3.3828007820647774,3303.4727848977373,124.72465048533796,13349.074621968188,Aircraft
121.99600340473407,0.3361818152612761,893.0834774185389,588.2242054602139,4482.500322724374,Aircraft
61.309103995665794,4.906097335606848,2433.170510789418,1133.0858140644716,2674.559853326269,Drone
69.60917873480781,5.965481459350176,2584.832626234509,1035.3136343902859,9565.547553701223,Drone
90.75297255076262,5.728644717330888,2336.0624920658697,622.0379458437724,10712.126004916276,Drone
73.59298003897642,3.849197317320553,1637.5446775380142,1482.0618645943273,8043.477442031447,Drone
93.25951758043794,2.5638532563174943,1915.992572330324,221.18632471411144,2973.7464950735944,Drone
-3.9322313364445876,4.137120003757569,4365.464987628468,808.6642299450289,8895.224020550468,Drone
