Distance_km,Speed_mps,Signal_db,Frequency_MHz,object_Type
118.61663446573512,137.29458358764083,15.057649959100488,93.1499224343325,Drone
285.7071488588757,329.5930501870338,9.858938871460552,13.446702630230396,Aircraft
222.27824312530748,329.5930501870338,16.98663093799714,73.97255849277308,Aircraft
183.6109604171406,137.29458358764083,21.397502638631792,97.48458932219764,Drone
55.245405728306594,329.5930501870338,23.71519032045242,6.167664275452192,Aircraft
55.23841089749877,8586.613263297015,16.62405962797131,68.53719418203444,Missile
26.844247528777842,8586.613263297015,26.07110336643659,47.34725998880201,Missile
261.19108227473123,329.5930501870338,-2.93609753622471,58.338350282097494,Aircraft
184.32335340553055,8586.613263297015,0.5991245451119269,9.44879231194816,Missile
215.34104756085318,329.5930501870338,30.93675020371351,5.257688234827008,Aircraft
15.969503345782709,137.29458358764083,6.126398892320758,67.01979939454125,Drone
291.2738571269783,137.29458358764083,-8.855308751193988,82.50763355225106,Drone
251.4083658321223,8586.613263297015,-2.310442516598446,78.41951815836376,Missile
71.57834209670008,329.5930501870338,1.1807217248155624,54.8367670587575,Aircraft
62.729240490059176,329.5930501870338,37.86614439472936,10.88681529248164,Aircraft
63.18730785749581,8586.613263297015,18.652071446542465,69.11639993976537,Missile
98.23025045826594,137.29458358764083,36.63653702381274,24.946999471860448,Drone
162.17936517334897,8586.613263297015,18.758167524831247,91.19580157397098,Missile
135.26405540621357,137.29458358764083,13.96772200689259,83.98827059502479,Drone
94.45645065743216,329.5930501870338,5.686384559704802,71.2289137416517,Aircraft
187.43733946949004,137.29458358764083,20.31854722166878,94.93574962728191,Drone
50.45321958909213,8586.613263297015,-3.0400987691235084,4.11076032961602,Missile
94.72194807521326,329.5930501870338,34.913081364635296,73.88384208101544,Aircraft
116.24493455517059,8586.613263297015,31.466620257064186,33.69403515430413,Missile
142.26029542294043,8586.613263297015,5.876572393836852,90.70052268295017,Missile
237.70102880397394,137.29458358764083,37.63987638006471,27.40084446953578,Drone
67.90539682592433,8586.613263297015,31.260038370778403,72.76079343218669,Missile
159.12798713994738,137.29458358764083,23.315344291751984,87.88705494542737,Drone
181.8002249699923,329.5930501870338,-3.91190444373626,5.12402501988556,Aircraft
23.47061968879934,137.29458358764083,13.911701152403612,40.367110379611574,Drone
186.18800705141712,329.5930501870338,15.30537774233754,76.46859417017193,Aircraft
59.451995869314544,137.29458358764083,1.6275679182690048,46.03697006125112,Drone
28.86496196573106,8586.613263297015,-6.001730282034902,27.458010349565935,Missile
285.17680580346666,137.29458358764083,28.836181523584635,22.760729533495812,Drone
290.03328959162224,137.29458358764083,-3.898247393780249,14.020308424721414,Drone
244.43523095377373,329.5930501870338,19.714537528088737,85.85582642577194,Aircraft
98.3379930602775,8586.613263297015,36.82245869418303,57.960184921904045,Missile
38.32491306185132,137.29458358764083,33.805259629902125,8.562109554154143,Drone
208.4275776885255,8586.613263297015,3.8876311874630574,38.875452033492905,Missile
137.64422318448436,137.29458358764083,32.57243187756327,37.40563142970588,Drone
45.39108810498586,137.29458358764083,-9.983374693975529,18.992179880236836,Drone
153.60130393226837,8586.613263297015,-9.11560951933714,44.115254921746875,Missile
